sale_id,sale_date,contact_id,search_id,user_id,listing_id,seller_type,dealer_id,sale_price_eur,listed_price_eur,discount_pct,is_marketplace_facilitated
sal_000000000084,2025-01-04,cnt_000000000965,srch_000000254378,usr_000007578,lst_000018014,dealer,dlr_000137,14976.25,15539.26,0.0362,0
sal_000000000085,2025-01-04,cnt_000000000969,srch_000000255369,usr_000006507,lst_000027149,dealer,dlr_000266,11282.53,11347.34,0.0057,0
sal_000000000086,2025-01-06,cnt_000000000974,srch_000000257051,usr_000015298,lst_000003941,dealer,dlr_000077,36386.77,37771.23,0.0367,1
sal_000000000087,2025-01-25,cnt_000000000991,srch_000000264342,usr_000012341,lst_000017332,dealer,dlr_000196,2825.18,2879.09,0.0187,1
sal_000000000088,2025-01-24,cnt_000000000997,srch_000000265525,usr_000021037,lst_000027977,dealer,dlr_000275,10673.31,10867.11,0.0178,0
sal_000000000089,2025-01-27,cnt_000000001000,srch_000000266711,usr_000011301,lst_000020079,dealer,dlr_000222,20556.58,21047.47,0.0233,0
sal_000000000090,2025-01-27,cnt_000000001001,srch_000000266747,usr_000006170,lst_000027918,dealer,dlr_000020,9385.61,9538.54,0.016,1
sal_000000000091,2025-01-30,cnt_000000001006,srch_000000268060,usr_000015380,lst_000018076,dealer,dlr_000092,4373.32,4628.78,0.0552,1
sal_000000000092,2025-02-03,cnt_000000001010,srch_000000269798,usr_000012548,lst_000024114,dealer,dlr_000154,22259.08,22547.23,0.0128,1
sal_000000000093,2025-02-02,cnt_000000001011,srch_000000270240,usr_000000662,lst_000028614,private,,6184.86,6344.35,0.0251,0
sal_000000000094,2025-02-19,cnt_000000001051,srch_000000279087,usr_000009980,lst_000011666,dealer,dlr_000144,35132.11,35503.57,0.0105,1
sal_000000000095,2025-02-26,cnt_000000001062,srch_000000281658,usr_000008381,lst_000023906,dealer,dlr_000013,5352.27,5606.64,0.0454,0
sal_000000000096,2025-02-26,cnt_000000001067,srch_000000282691,usr_000021499,lst_000003519,dealer,dlr_000131,7200.52,7581.29,0.0502,1
sal_000000000097,2025-03-15,cnt_000000001082,srch_000000286090,usr_000017253,lst_000026577,dealer,dlr_000226,3941.27,4140.78,0.0482,1
sal_000000000098,2025-03-18,cnt_000000001105,srch_000000290922,usr_000008640,lst_000001934,dealer,dlr_000123,27180.88,28199.82,0.0361,0
sal_000000000099,2025-03-17,cnt_000000001107,srch_000000291162,usr_000007966,lst_000023344,dealer,dlr_000262,33007.75,35312.98,0.0653,0
sal_000000000100,2025-03-23,cnt_000000001108,srch_000000291295,usr_000003951,lst_000001896,dealer,dlr_000173,6819.43,6819.43,0.0,0
sal_000000000101,2025-03-25,cnt_000000001117,srch_000000294242,usr_000009738,lst_000030152,dealer,dlr_000211,3338.71,3489.3,0.0432,1
sal_000000000102,2025-03-28,cnt_000000001133,srch_000000296928,usr_000009350,lst_000016485,dealer,dlr_000104,3584.65,3713.09,0.0346,0
sal_000000000103,2025-03-31,cnt_000000001135,srch_000000297800,usr_000000871,lst_000021880,dealer,dlr_000166,25461.98,26490.85,0.0388,1
sal_000000000104,2025-04-05,cnt_000000001145,srch_000000300680,usr_000012112,lst_000010303,dealer,dlr_000044,6084.77,6229.37,0.0232,1
sal_000000000105,2025-04-04,cnt_000000001146,srch_000000300711,usr_000019451,lst_000009110,dealer,dlr_000257,5588.82,5797.15,0.0359,0
sal_000000000106,2025-04-22,cnt_000000001177,srch_000000307673,usr_000011654,lst_000021793,dealer,dlr_000230,9176.29,9465.89,0.0306,0
sal_000000000107,2025-04-23,cnt_000000001183,srch_000000309317,usr_000000654,lst_000001846,dealer,dlr_000147,10106.62,10732.42,0.0583,1
sal_000000000108,2025-04-24,cnt_000000001185,srch_000000309597,usr_000015356,lst_000028399,dealer,dlr_000211,15390.91,16529.72,0.0689,0
sal_000000000109,2025-05-01,cnt_000000001195,srch_000000311612,usr_000005704,lst_000029961,dealer,dlr_000201,2134.23,2216.32,0.037,1
sal_000000000110,2025-05-01,cnt_000000001196,srch_000000312174,usr_000019275,lst_000026425,dealer,dlr_000099,7440.58,7737.37,0.0384,0
sal_000000000111,2025-04-30,cnt_000000001203,srch_000000313695,usr_000013382,lst_000014728,dealer,dlr_000244,4730.59,4928.38,0.0401,1
sal_000000000112,2025-05-02,cnt_000000001205,srch_000000314414,usr_000008937,lst_000010547,dealer,dlr_000227,4485.52,4606.05,0.0262,1
sal_000000000113,2025-05-12,cnt_000000001217,srch_000000318837,usr_000009423,lst_000002075,dealer,dlr_000183,3140.5,3140.5,0.0,1
sal_000000000114,2025-05-17,cnt_000000001218,srch_000000319628,usr_000014851,lst_000000599,dealer,dlr_000132,4477.83,4573.68,0.021,0
sal_000000000115,2025-05-20,cnt_000000001222,srch_000000320911,usr_000003846,lst_000019657,dealer,dlr_000013,6137.76,6411.55,0.0427,0
sal_000000000116,2025-05-21,cnt_000000001229,srch_000000322734,usr_000013615,lst_000011813,dealer,dlr_000238,5352.82,5716.14,0.0636,0
sal_000000000117,2025-05-27,cnt_000000001235,srch_000000325225,usr_000001993,lst_000015907,dealer,dlr_000181,4844.98,5257.89,0.0785,0
sal_000000000118,2025-06-17,cnt_000000001279,srch_000000337515,usr_000002402,lst_000023637,dealer,dlr_000083,15001.82,15001.82,0.0,1
sal_000000000119,2025-06-21,cnt_000000001280,srch_000000337562,usr_000000648,lst_000030120,dealer,dlr_000113,8053.5,8229.12,0.0213,1
sal_000000000120,2025-06-25,cnt_000000001282,srch_000000338052,usr_000007108,lst_000005680,dealer,dlr_000266,7704.39,8012.01,0.0384,0
sal_000000000121,2025-07-01,cnt_000000001306,srch_000000343544,usr_000015376,lst_000023207,dealer,dlr_000165,13555.62,13555.62,0.0,0
sal_000000000122,2025-07-02,cnt_000000001312,srch_000000345098,usr_000013495,lst_000000631,dealer,dlr_000160,24925.7,25636.87,0.0277,0
sal_000000000123,2025-07-28,cnt_000000001336,srch_000000357593,usr_000001404,lst_000011018,dealer,dlr_000063,8485.98,8958.3,0.0527,0
sal_000000000124,2025-08-05,cnt_000000001342,srch_000000358775,usr_000006793,lst_000027454,dealer,dlr_000200,33280.03,34021.6,0.0218,0
sal_000000000125,2025-08-05,cnt_000000001348,srch_000000360521,usr_000006440,lst_000022296,dealer,dlr_000225,25501.95,25938.68,0.0168,1
sal_000000000126,2025-08-12,cnt_000000001354,srch_000000362907,usr_000014355,lst_000024726,private,,8526.51,9072.43,0.0602,0
sal_000000000127,2025-08-14,cnt_000000001365,srch_000000365477,usr_000008101,lst_000022988,dealer,dlr_000062,7624.58,7872.72,0.0315,1
sal_000000000128,2025-08-17,cnt_000000001366,srch_000000365758,usr_000006725,lst_000007007,dealer,dlr_000015,24277.08,24284.17,0.0003,0
sal_000000000129,2025-08-16,cnt_000000001369,srch_000000366572,usr_000007271,lst_000026685,dealer,dlr_000152,10763.6,10911.58,0.0136,1
sal_000000000130,2025-08-23,cnt_000000001378,srch_000000370052,usr_000021366,lst_000005022,dealer,dlr_000145,10558.62,10957.03,0.0364,1
sal_000000000131,2025-09-21,cnt_000000001422,srch_000000383236,usr_000005888,lst_000025993,private,,6921.57,6953.93,0.0047,0
sal_000000000132,2025-10-14,cnt_000000001471,srch_000000395869,usr_000010507,lst_000028684,dealer,dlr_000048,7765.04,8191.45,0.0521,1
sal_000000000133,2025-11-07,cnt_000000001509,srch_000000408193,usr_000007582,lst_000006561,dealer,dlr_000077,7695.25,8174.23,0.0586,1
sal_000000000134,2025-11-15,cnt_000000001524,srch_000000411825,usr_000010747,lst_000011312,private,,18781.93,19284.74,0.0261,0
sal_000000000135,2025-11-21,cnt_000000001527,srch_000000412544,usr_000002567,lst_000001309,dealer,dlr_000117,12767.13,13540.18,0.0571,0
sal_000000000136,2025-11-19,cnt_000000001533,srch_000000414079,usr_000018313,lst_000020091,dealer,dlr_000092,22949.16,23398.62,0.0192,1
sal_000000000137,2025-11-28,cnt_000000001547,srch_000000417348,usr_000001406,lst_000027279,dealer,dlr_000101,22110.43,22483.0,0.0166,0
sal_000000000138,2025-11-26,cnt_000000001548,srch_000000417576,usr_000006694,lst_000008628,dealer,dlr_000123,2297.14,2413.57,0.0482,1
sal_000000000139,2025-12-04,cnt_000000001558,srch_000000419222,usr_000003345,lst_000026546,dealer,dlr_000119,2226.59,2246.16,0.0087,0
sal_000000000140,2025-12-09,cnt_000000001573,srch_000000423378,usr_000004042,lst_000021706,dealer,dlr_000246,15673.16,16432.3,0.0462,0
sal_000000000141,2025-12-22,cnt_000000001574,srch_000000423658,usr_000019655,lst_000009857,dealer,dlr_000179,17188.67,17230.21,0.0024,0
sal_000000000142,2025-12-17,cnt_000000001588,srch_000000426893,usr_000002322,lst_000014060,private,,24486.19,25259.97,0.0306,0
sal_000000000143,2025-12-21,cnt_000000001600,srch_000000429167,usr_000013217,lst_000023908,dealer,dlr_000027,21016.54,21085.85,0.0033,1
sal_000000000144,2026-01-01,cnt_000000001608,srch_000000431961,usr_000017674,lst_000016097,dealer,dlr_000264,11524.45,12397.66,0.0704,1
sal_000000000145,2025-12-28,cnt_000000001610,srch_000000432418,usr_000016874,lst_000027048,dealer,dlr_000059,14389.59,14812.51,0.0286,0
sal_000000000146,2025-12-27,cnt_000000001611,srch_000000432515,usr_000011978,lst_000006856,dealer,dlr_000256,5498.41,5537.83,0.0071,0
sal_000000000147,2026-01-03,cnt_000000001621,srch_000000435486,usr_000008204,lst_000018569,dealer,dlr_000262,26281.44,26301.77,0.0008,1
sal_000000000148,2026-01-03,cnt_000000001623,srch_000000436022,usr_000011034,lst_000004318,dealer,dlr_000266,3128.79,3279.08,0.0458,0
sal_000000000149,2026-01-17,cnt_000000001647,srch_000000442402,usr_000006502,lst_000029606,dealer,dlr_000221,3001.23,3140.33,0.0443,1
sal_000000000150,2026-01-21,cnt_000000001650,srch_000000442983,usr_000003536,lst_000009703,dealer,dlr_000062,3521.21,3521.21,0.0,1
sal_000000000151,2026-01-28,cnt_000000001664,srch_000000446304,usr_000020563,lst_000021285,dealer,dlr_000228,15170.58,15464.61,0.019,0
sal_000000000152,2026-01-29,cnt_000000001666,srch_000000447998,usr_000007640,lst_000000345,dealer,dlr_000190,23546.4,23758.84,0.0089,0
