month_key,geo,device,user_type,seller_type,dealer_tier,searches,contacts,sales,search_to_contact_rate,contact_to_sale_rate,search_to_sale_rate
2024-10,RO,tablet,new,dealer,small,6,0,0,0.0,0.0,0.0
2025-05,BE,tablet,new,private,unknown,1,0,0,0.0,0.0,0.0
2025-12,NL,mobile,new,dealer,mid,76,0,0,0.0,0.0,0.0
2025-12,BE,desktop,new,dealer,small,43,0,0,0.0,0.0,0.0
2024-02,IT,tablet,new,dealer,enterprise,1,0,0,0.0,0.0,0.0
2024-12,FR,tablet,new,dealer,mid,9,0,0,0.0,0.0,0.0
2025-01,PL,desktop,returning,private,unknown,25,0,0,0.0,0.0,0.0
2025-08,DE,tablet,new,dealer,enterprise,8,0,0,0.0,0.0,0.0
2025-08,AT,tablet,returning,dealer,mid,8,0,0,0.0,0.0,0.0
2023-10,BE,tablet,returning,dealer,mid,5,0,0,0.0,0.0,0.0
2023-12,SE,desktop,returning,dealer,small,52,1,0,0.019230769230769232,0.0,0.0
2023-12,ES,tablet,returning,dealer,enterprise,1,0,0,0.0,0.0,0.0
2024-02,DK,mobile,returning,private,unknown,38,0,0,0.0,0.0,0.0
2024-04,DE,tablet,new,dealer,enterprise,4,0,0,0.0,0.0,0.0
2024-09,NL,mobile,new,dealer,mid,81,2,0,0.024691358024691357,0.0,0.0
2024-09,AT,tablet,new,dealer,mid,1,0,0,0.0,0.0,0.0
2024-11,ES,desktop,new,private,unknown,18,0,0,0.0,0.0,0.0
2025-08,SE,desktop,returning,private,unknown,15,0,0,0.0,0.0,0.0
2025-08,CH,mobile,returning,private,unknown,29,0,0,0.0,0.0,0.0
2023-08,AT,mobile,returning,private,unknown,41,0,0,0.0,0.0,0.0
2024-04,ES,tablet,returning,dealer,small,14,0,0,0.0,0.0,0.0
2024-06,SE,desktop,new,dealer,mid,20,0,0,0.0,0.0,0.0
2024-07,FR,mobile,new,dealer,mid,181,0,0,0.0,0.0,0.0
2024-10,CH,tablet,returning,dealer,mid,4,0,0,0.0,0.0,0.0
2024-11,BE,desktop,new,dealer,mid,20,0,0,0.0,0.0,0.0
2026-01,RO,desktop,returning,dealer,mid,26,0,0,0.0,0.0,0.0
2026-01,FR,tablet,returning,dealer,mid,18,0,0,0.0,0.0,0.0
2023-10,SE,desktop,new,private,unknown,18,0,0,0.0,0.0,0.0
2024-12,BE,mobile,new,private,unknown,42,0,0,0.0,0.0,0.0
2025-05,SE,mobile,new,dealer,mid,46,0,0,0.0,0.0,0.0
2025-08,SE,desktop,returning,dealer,small,49,0,0,0.0,0.0,0.0
2025-09,FR,mobile,returning,dealer,small,354,1,0,0.002824858757062147,0.0,0.0
2023-09,DK,mobile,returning,dealer,mid,44,0,0,0.0,0.0,0.0
2024-02,RO,mobile,new,dealer,enterprise,28,0,0,0.0,0.0,0.0
2024-05,PL,desktop,returning,dealer,mid,50,0,0,0.0,0.0,0.0
2025-02,SE,mobile,returning,dealer,mid,31,0,0,0.0,0.0,0.0
2025-03,DK,mobile,new,dealer,enterprise,17,0,0,0.0,0.0,0.0
2025-11,BE,tablet,new,dealer,small,6,0,0,0.0,0.0,0.0
2023-11,DK,tablet,returning,private,unknown,3,0,0,0.0,0.0,0.0
2024-06,PL,mobile,new,private,unknown,39,0,0,0.0,0.0,0.0
2024-08,SE,mobile,returning,dealer,enterprise,11,0,0,0.0,0.0,0.0
2024-10,PL,tablet,new,dealer,enterprise,1,1,0,1.0,0.0,0.0
2024-12,IT,desktop,new,dealer,small,136,1,0,0.007352941176470588,0.0,0.0
2025-02,NL,tablet,new,dealer,small,13,0,0,0.0,0.0,0.0
2025-02,AT,desktop,returning,private,unknown,3,0,0,0.0,0.0,0.0
2025-02,DK,tablet,new,private,unknown,1,0,0,0.0,0.0,0.0
2025-12,SE,tablet,returning,dealer,mid,1,0,0,0.0,0.0,0.0
2023-08,CH,mobile,returning,private,unknown,20,0,0,0.0,0.0,0.0
2023-09,CH,mobile,returning,dealer,small,90,0,0,0.0,0.0,0.0
2023-10,CH,mobile,returning,private,unknown,23,0,0,0.0,0.0,0.0
2024-02,IT,tablet,returning,dealer,mid,11,0,0,0.0,0.0,0.0
2024-04,CH,desktop,returning,dealer,small,31,0,0,0.0,0.0,0.0
2024-07,CH,desktop,returning,dealer,mid,22,0,0,0.0,0.0,0.0
2024-09,DK,desktop,returning,dealer,enterprise,2,0,0,0.0,0.0,0.0
2025-01,PL,mobile,new,dealer,mid,81,1,0,0.012345679012345678,0.0,0.0
2025-06,RO,mobile,returning,dealer,small,157,0,0,0.0,0.0,0.0
2025-07,ES,desktop,new,dealer,small,101,0,0,0.0,0.0,0.0
2026-01,CH,desktop,returning,dealer,enterprise,4,0,0,0.0,0.0,0.0
2023-08,BE,desktop,new,private,unknown,19,0,0,0.0,0.0,0.0
2023-11,DK,tablet,new,dealer,mid,1,0,0,0.0,0.0,0.0
2023-11,AT,desktop,new,dealer,enterprise,7,0,0,0.0,0.0,0.0
2024-02,DE,tablet,new,dealer,small,44,0,0,0.0,0.0,0.0
2024-05,PL,mobile,returning,private,unknown,56,0,0,0.0,0.0,0.0
2025-01,DK,desktop,returning,private,unknown,9,0,0,0.0,0.0,0.0
2025-06,IT,mobile,new,dealer,enterprise,48,0,0,0.0,0.0,0.0
2025-08,FR,mobile,returning,dealer,small,396,1,1,0.0025252525252525255,1.0,0.0025252525252525255
2025-08,ES,tablet,new,dealer,small,16,0,0,0.0,0.0,0.0
2025-12,FR,tablet,returning,dealer,enterprise,4,0,0,0.0,0.0,0.0
2024-01,BE,tablet,new,dealer,mid,4,0,0,0.0,0.0,0.0
2024-03,ES,tablet,returning,dealer,enterprise,3,0,0,0.0,0.0,0.0
2024-07,ES,tablet,returning,private,unknown,2,0,0,0.0,0.0,0.0
2024-07,IT,tablet,new,dealer,enterprise,1,0,0,0.0,0.0,0.0
2025-01,DK,mobile,new,private,unknown,30,0,0,0.0,0.0,0.0
2025-06,FR,tablet,returning,dealer,mid,12,1,0,0.08333333333333333,0.0,0.0
2025-11,CH,mobile,returning,dealer,mid,38,0,0,0.0,0.0,0.0
2026-01,AT,desktop,returning,dealer,mid,24,0,0,0.0,0.0,0.0
2026-01,IT,desktop,new,dealer,enterprise,14,0,0,0.0,0.0,0.0
2023-08,SE,mobile,new,dealer,enterprise,15,0,0,0.0,0.0,0.0
2023-10,DE,tablet,new,dealer,small,39,0,0,0.0,0.0,0.0
2023-12,SE,mobile,returning,dealer,small,114,0,0,0.0,0.0,0.0
2024-01,FR,tablet,new,private,unknown,5,0,0,0.0,0.0,0.0
2024-02,DE,desktop,new,private,unknown,64,0,0,0.0,0.0,0.0
2024-10,PL,mobile,new,dealer,mid,93,0,0,0.0,0.0,0.0
2024-11,NL,desktop,returning,dealer,small,75,0,0,0.0,0.0,0.0
2025-04,ES,tablet,returning,private,unknown,3,0,0,0.0,0.0,0.0
2025-06,DK,mobile,returning,dealer,mid,41,0,0,0.0,0.0,0.0
2025-06,ES,desktop,returning,dealer,mid,58,0,0,0.0,0.0,0.0
2025-06,FR,desktop,new,dealer,enterprise,13,0,0,0.0,0.0,0.0
2025-09,AT,desktop,new,dealer,small,57,1,0,0.017543859649122806,0.0,0.0
2024-05,DK,tablet,returning,dealer,mid,3,0,0,0.0,0.0,0.0
2024-06,NL,desktop,new,dealer,small,75,0,0,0.0,0.0,0.0
2025-10,ES,tablet,returning,dealer,enterprise,2,0,0,0.0,0.0,0.0
2025-12,BE,tablet,new,dealer,mid,4,0,0,0.0,0.0,0.0
2023-08,SE,tablet,new,dealer,small,5,0,0,0.0,0.0,0.0
2023-08,CH,desktop,returning,dealer,enterprise,6,0,0,0.0,0.0,0.0
2023-10,BE,mobile,returning,dealer,mid,56,0,0,0.0,0.0,0.0
2024-01,ES,mobile,returning,private,unknown,90,0,0,0.0,0.0,0.0
2024-04,DK,desktop,new,private,unknown,5,0,0,0.0,0.0,0.0
2024-08,ES,tablet,returning,dealer,small,14,0,0,0.0,0.0,0.0
2024-10,ES,desktop,new,private,unknown,40,0,0,0.0,0.0,0.0
2025-04,PL,tablet,new,private,unknown,2,0,0,0.0,0.0,0.0
2025-05,SE,desktop,new,private,unknown,13,0,0,0.0,0.0,0.0
2025-05,SE,desktop,returning,private,unknown,19,0,0,0.0,0.0,0.0
2025-06,CH,mobile,new,private,unknown,20,0,0,0.0,0.0,0.0
2025-11,DK,mobile,new,dealer,small,86,0,0,0.0,0.0,0.0
2026-01,DK,desktop,new,dealer,small,34,0,0,0.0,0.0,0.0
2023-09,DE,mobile,new,dealer,enterprise,63,0,0,0.0,0.0,0.0
2024-09,AT,mobile,new,dealer,mid,85,0,0,0.0,0.0,0.0
2024-11,PL,mobile,returning,private,unknown,53,0,0,0.0,0.0,0.0
2025-03,BE,tablet,new,private,unknown,1,0,0,0.0,0.0,0.0
2025-05,IT,desktop,new,dealer,small,119,2,0,0.01680672268907563,0.0,0.0
2025-06,ES,mobile,new,dealer,mid,132,0,0,0.0,0.0,0.0
2025-06,PL,mobile,returning,dealer,mid,105,0,0,0.0,0.0,0.0
2025-07,FR,desktop,new,private,unknown,47,0,0,0.0,0.0,0.0
2025-08,BE,mobile,returning,dealer,enterprise,13,0,0,0.0,0.0,0.0
2024-05,SE,desktop,new,dealer,small,38,0,0,0.0,0.0,0.0
2024-06,AT,mobile,returning,dealer,enterprise,21,0,0,0.0,0.0,0.0
2024-12,FR,desktop,new,dealer,small,161,3,1,0.018633540372670808,0.3333333333333333,0.006211180124223602
2025-01,BE,mobile,returning,dealer,enterprise,22,0,0,0.0,0.0,0.0
2025-01,FR,desktop,returning,private,unknown,45,0,0,0.0,0.0,0.0
2025-02,DE,tablet,returning,private,unknown,12,0,0,0.0,0.0,0.0
2025-02,DE,mobile,new,dealer,mid,240,0,0,0.0,0.0,0.0
2025-06,AT,mobile,returning,dealer,small,122,1,1,0.00819672131147541,1.0,0.00819672131147541
2025-06,FR,desktop,returning,dealer,enterprise,23,0,0,0.0,0.0,0.0
2025-07,CH,mobile,new,dealer,small,76,1,0,0.013157894736842105,0.0,0.0
2025-09,BE,desktop,new,dealer,enterprise,6,0,0,0.0,0.0,0.0
2025-11,ES,desktop,new,dealer,enterprise,13,0,0,0.0,0.0,0.0
2023-09,SE,desktop,returning,dealer,mid,25,0,0,0.0,0.0,0.0
2024-07,FR,desktop,returning,private,unknown,50,0,0,0.0,0.0,0.0
2024-11,PL,desktop,new,private,unknown,31,0,0,0.0,0.0,0.0
2024-11,NL,tablet,returning,dealer,mid,7,0,0,0.0,0.0,0.0
2025-03,SE,desktop,returning,private,unknown,10,0,0,0.0,0.0,0.0
2025-03,DK,tablet,new,dealer,small,4,0,0,0.0,0.0,0.0
2023-08,DE,tablet,returning,dealer,small,27,0,0,0.0,0.0,0.0
2025-02,AT,tablet,returning,dealer,small,12,0,0,0.0,0.0,0.0
2025-02,ES,mobile,returning,dealer,enterprise,31,0,0,0.0,0.0,0.0
2025-08,ES,mobile,new,private,unknown,59,0,0,0.0,0.0,0.0
2024-03,FR,desktop,returning,private,unknown,31,0,0,0.0,0.0,0.0
2024-05,PL,mobile,returning,dealer,small,214,1,0,0.004672897196261682,0.0,0.0
2024-05,BE,tablet,new,dealer,enterprise,2,0,0,0.0,0.0,0.0
2024-07,DE,mobile,returning,dealer,small,696,1,0,0.0014367816091954023,0.0,0.0
2024-07,AT,desktop,new,dealer,mid,20,0,0,0.0,0.0,0.0
2025-04,IT,tablet,new,dealer,enterprise,3,0,0,0.0,0.0,0.0
2025-07,FR,tablet,new,dealer,mid,9,0,0,0.0,0.0,0.0
2025-07,PL,tablet,returning,dealer,mid,7,0,0,0.0,0.0,0.0
2025-12,ES,desktop,new,dealer,small,108,0,0,0.0,0.0,0.0
2023-08,IT,desktop,new,dealer,mid,78,0,0,0.0,0.0,0.0
2023-11,DE,tablet,returning,dealer,enterprise,3,0,0,0.0,0.0,0.0
2024-03,ES,desktop,new,private,unknown,20,0,0,0.0,0.0,0.0
2025-01,RO,mobile,returning,dealer,small,159,0,0,0.0,0.0,0.0
2025-02,ES,desktop,new,dealer,enterprise,13,0,0,0.0,0.0,0.0
2025-03,RO,mobile,new,dealer,enterprise,20,0,0,0.0,0.0,0.0
2025-12,RO,desktop,returning,dealer,small,74,0,0,0.0,0.0,0.0
2026-01,IT,tablet,returning,private,unknown,2,0,0,0.0,0.0,0.0
2023-09,NL,desktop,returning,dealer,small,90,0,0,0.0,0.0,0.0
2024-09,RO,desktop,returning,private,unknown,16,0,0,0.0,0.0,0.0
2024-10,RO,desktop,new,dealer,mid,29,0,0,0.0,0.0,0.0
2024-12,IT,mobile,returning,dealer,mid,164,1,0,0.006097560975609756,0.0,0.0
2025-05,BE,mobile,returning,private,unknown,42,0,0,0.0,0.0,0.0
2025-05,AT,desktop,returning,private,unknown,12,0,0,0.0,0.0,0.0
2025-11,RO,tablet,new,dealer,small,6,0,0,0.0,0.0,0.0
2023-11,IT,desktop,returning,dealer,mid,61,0,0,0.0,0.0,0.0
2024-01,SE,tablet,new,private,unknown,2,0,0,0.0,0.0,0.0
2024-11,AT,desktop,returning,dealer,mid,18,0,0,0.0,0.0,0.0
2025-01,SE,desktop,returning,dealer,mid,26,0,0,0.0,0.0,0.0
2025-04,NL,mobile,new,private,unknown,57,0,0,0.0,0.0,0.0
2025-04,CH,mobile,returning,dealer,enterprise,14,0,0,0.0,0.0,0.0
2025-04,SE,mobile,new,dealer,enterprise,9,0,0,0.0,0.0,0.0
2025-05,BE,mobile,returning,dealer,small,111,2,0,0.018018018018018018,0.0,0.0
2025-05,DE,desktop,new,dealer,small,232,0,0,0.0,0.0,0.0
2026-01,NL,desktop,returning,private,unknown,25,0,0,0.0,0.0,0.0
2023-08,AT,tablet,returning,dealer,mid,1,0,0,0.0,0.0,0.0
2023-09,ES,mobile,new,dealer,small,242,0,0,0.0,0.0,0.0
2023-10,RO,mobile,returning,dealer,mid,74,1,0,0.013513513513513514,0.0,0.0
2023-12,IT,desktop,new,dealer,small,123,0,0,0.0,0.0,0.0
2024-02,AT,tablet,new,dealer,mid,3,0,0,0.0,0.0,0.0
2024-04,IT,desktop,new,private,unknown,35,0,0,0.0,0.0,0.0
2024-06,AT,mobile,returning,private,unknown,41,1,0,0.024390243902439025,0.0,0.0
2024-12,BE,mobile,returning,dealer,mid,77,0,0,0.0,0.0,0.0
2025-03,AT,tablet,new,private,unknown,2,0,0,0.0,0.0,0.0
2025-05,BE,tablet,returning,dealer,small,10,0,0,0.0,0.0,0.0
2025-06,PL,desktop,returning,dealer,enterprise,8,0,0,0.0,0.0,0.0
2023-12,ES,desktop,new,dealer,mid,48,1,0,0.020833333333333332,0.0,0.0
2023-12,CH,desktop,returning,dealer,small,30,0,0,0.0,0.0,0.0
2024-05,FR,mobile,returning,dealer,enterprise,65,0,0,0.0,0.0,0.0
2024-10,PL,tablet,returning,dealer,small,20,0,0,0.0,0.0,0.0
2024-10,PL,tablet,new,dealer,mid,3,0,0,0.0,0.0,0.0
2025-07,IT,mobile,new,dealer,enterprise,53,0,0,0.0,0.0,0.0
2025-11,IT,mobile,returning,dealer,enterprise,37,0,0,0.0,0.0,0.0
2023-09,PL,mobile,new,dealer,small,182,0,0,0.0,0.0,0.0
2023-09,DK,desktop,returning,dealer,small,38,0,0,0.0,0.0,0.0
2023-11,CH,mobile,returning,private,unknown,23,0,0,0.0,0.0,0.0
2024-03,AT,mobile,returning,dealer,enterprise,22,0,0,0.0,0.0,0.0
2024-07,PL,mobile,returning,private,unknown,64,0,0,0.0,0.0,0.0
2025-02,IT,mobile,returning,dealer,mid,154,0,0,0.0,0.0,0.0
2025-09,IT,tablet,new,dealer,mid,9,0,0,0.0,0.0,0.0
2025-11,FR,tablet,new,dealer,small,26,0,0,0.0,0.0,0.0
2024-02,RO,desktop,returning,dealer,enterprise,12,0,0,0.0,0.0,0.0
2024-05,RO,tablet,new,dealer,small,10,0,0,0.0,0.0,0.0
2024-10,RO,desktop,returning,dealer,enterprise,9,0,0,0.0,0.0,0.0
2025-06,CH,desktop,returning,dealer,small,39,0,0,0.0,0.0,0.0
2025-09,PL,tablet,returning,dealer,small,19,0,0,0.0,0.0,0.0
2023-08,IT,desktop,new,private,unknown,28,0,0,0.0,0.0,0.0
2024-07,FR,mobile,new,dealer,enterprise,55,0,0,0.0,0.0,0.0
2025-01,AT,mobile,new,private,unknown,53,0,0,0.0,0.0,0.0
2025-04,CH,desktop,returning,dealer,enterprise,4,0,0,0.0,0.0,0.0
2025-05,PL,mobile,new,private,unknown,63,0,0,0.0,0.0,0.0
2025-06,IT,desktop,returning,dealer,small,134,0,0,0.0,0.0,0.0
2023-08,PL,desktop,new,dealer,small,83,1,0,0.012048192771084338,0.0,0.0
2024-02,BE,desktop,new,private,unknown,16,0,0,0.0,0.0,0.0
