month_key,dealer_id,dealer_tier,dealer_geo,is_subscribed,active_listings,contacts,sales,revenue_eur,revenue_per_listing_eur,revenue_per_lead_eur,search_to_contact_rate,contact_to_sale_rate
2025-02,dlr_000111,small,DE,0,7,0,0,39.7,5.671428571428572,0.0,0.0,0.0
2023-11,dlr_000112,mid,SE,1,8,0,0,250.75,31.34375,0.0,0.0,0.0
2025-04,dlr_000113,small,DE,0,5,0,0,49.6,9.92,0.0,0.0,0.0
2023-12,dlr_000114,small,DE,1,9,0,0,208.5,23.166666666666668,0.0,0.0,0.0
2024-09,dlr_000115,small,FR,0,12,0,0,44.6,3.716666666666667,0.0,0.0,0.0
2025-08,dlr_000116,small,DE,0,3,0,0,9.9,3.3000000000000003,0.0,0.0,0.0
2024-11,dlr_000117,small,FR,1,6,0,0,193.6,32.266666666666666,0.0,0.0,0.0
2024-10,dlr_000118,small,SE,1,12,1,1,210.1,17.508333333333333,210.1,0.009900990099009901,1.0
2025-05,dlr_000119,mid,FR,1,5,0,0,220.95000000000002,44.190000000000005,0.0,0.0,0.0
2025-09,dlr_000120,mid,FR,1,2,0,0,201.15,100.575,0.0,0.0,0.0
2024-06,dlr_000121,small,DK,0,2,0,0,9.9,4.95,0.0,0.0,0.0
2026-01,dlr_000122,small,IT,1,4,0,0,168.8,42.2,0.0,0.0,0.0
2024-04,dlr_000123,enterprise,SE,1,11,1,0,426.05,38.731818181818184,426.05,0.013333333333333334,0.0
2023-08,dlr_000124,small,DE,1,5,0,0,178.7,35.739999999999995,0.0,0.0,0.0
2024-01,dlr_000125,enterprise,FR,1,5,2,0,387.95,77.59,193.975,0.0425531914893617,0.0
2025-12,dlr_000126,small,DE,1,3,0,0,149.0,49.666666666666664,0.0,0.0,0.0
2023-09,dlr_000127,small,FR,1,4,0,0,183.7,45.925,0.0,0.0,0.0
2025-10,dlr_000128,mid,DE,1,9,0,0,280.55,31.172222222222224,0.0,0.0,0.0
2024-05,dlr_000129,small,DE,0,11,0,0,69.4,6.3090909090909095,0.0,0.0,0.0
2025-01,dlr_000130,small,DE,1,6,0,0,158.9,26.483333333333334,0.0,0.0,0.0
2024-08,dlr_000131,small,IT,1,9,0,0,193.6,21.51111111111111,0.0,0.0,0.0
2025-03,dlr_000132,small,DE,1,7,0,0,158.9,22.7,0.0,0.0,0.0
2024-02,dlr_000133,mid,SE,1,8,0,0,235.85000000000002,29.481250000000003,0.0,0.0,0.0
2024-03,dlr_000134,small,ES,1,4,0,0,158.9,39.725,0.0,0.0,0.0
2023-10,dlr_000135,small,DE,0,12,0,0,74.30000000000001,6.191666666666667,0.0,0.0,0.0
2025-06,dlr_000136,small,DE,0,3,0,0,14.9,4.966666666666667,0.0,0.0,0.0
2024-12,dlr_000137,mid,RO,1,7,1,0,232.45000000000002,33.20714285714286,232.45000000000002,0.015384615384615385,0.0
2025-07,dlr_000138,mid,DE,1,10,0,0,325.15000000000003,32.515,0.0,0.0,0.0
2025-11,dlr_000139,small,FR,0,8,1,0,80.9,10.1125,80.9,0.016129032258064516,0.0
2024-07,dlr_000140,small,DE,0,9,1,0,26.3,2.9222222222222225,26.3,0.014285714285714285,0.0
2025-02,dlr_000141,small,DE,1,5,0,0,163.9,32.78,0.0,0.0,0.0
2023-11,dlr_000142,small,BE,1,11,0,0,183.7,16.7,0.0,0.0,0.0
2025-04,dlr_000143,small,DE,0,7,0,0,39.6,5.6571428571428575,0.0,0.0,0.0
2023-12,dlr_000144,enterprise,FR,1,10,0,0,374.95,37.495,0.0,0.0,0.0
2024-09,dlr_000145,small,FR,0,4,2,0,22.9,5.725,11.45,0.07142857142857142,0.0
2025-08,dlr_000146,small,AT,1,4,0,0,183.7,45.925,0.0,0.0,0.0
2024-11,dlr_000147,small,IT,0,9,0,0,39.6,4.4,0.0,0.0,0.0
2024-10,dlr_000148,small,DK,0,5,0,0,24.8,4.96,0.0,0.0,0.0
2025-05,dlr_000149,small,NL,1,5,0,0,149.0,29.8,0.0,0.0,0.0
2025-09,dlr_000150,small,NL,1,8,0,0,198.6,24.825,0.0,0.0,0.0
2024-06,dlr_000151,small,FR,0,4,0,0,9.9,2.475,0.0,0.0,0.0
2026-01,dlr_000152,mid,RO,1,5,0,0,201.15,40.230000000000004,0.0,0.0,0.0
2024-04,dlr_000153,small,FR,0,5,0,0,34.7,6.94,0.0,0.0,0.0
2023-08,dlr_000154,small,ES,1,4,0,0,213.5,53.375,0.0,0.0,0.0
2024-01,dlr_000155,enterprise,CH,1,8,0,0,399.75,49.96875,0.0,0.0,0.0
2025-12,dlr_000156,mid,FR,1,8,0,0,245.75,30.71875,0.0,0.0,0.0
2023-09,dlr_000157,mid,IT,1,4,0,0,240.85000000000002,60.212500000000006,0.0,0.0,0.0
2025-10,dlr_000158,small,DE,1,3,0,0,158.9,52.96666666666667,0.0,0.0,0.0
2024-05,dlr_000159,enterprise,PL,1,6,1,0,345.15,57.525,345.15,0.014492753623188406,0.0
2025-01,dlr_000160,small,ES,1,4,0,0,183.7,45.925,0.0,0.0,0.0
2024-08,dlr_000161,small,AT,1,4,0,0,149.0,37.25,0.0,0.0,0.0
2025-03,dlr_000162,enterprise,IT,1,7,0,0,414.65,59.23571428571428,0.0,0.0,0.0
2024-02,dlr_000163,mid,ES,0,7,0,0,9.9,1.4142857142857144,0.0,0.0,0.0
2024-03,dlr_000164,small,FR,1,8,0,0,243.20000000000002,30.400000000000002,0.0,0.0,0.0
2023-10,dlr_000165,mid,IT,1,11,0,0,235.85000000000002,21.44090909090909,0.0,0.0,0.0
2025-06,dlr_000166,mid,RO,1,7,0,0,235.85000000000002,33.69285714285714,0.0,0.0,0.0
2024-12,dlr_000167,small,ES,0,8,0,0,29.700000000000003,3.7125000000000004,0.0,0.0,0.0
2025-07,dlr_000168,enterprise,DE,1,8,0,0,419.65,52.45625,0.0,0.0,0.0
2025-11,dlr_000169,small,DE,0,8,0,0,19.8,2.475,0.0,0.0,0.0
2024-07,dlr_000170,small,ES,1,6,0,0,158.9,26.483333333333334,0.0,0.0,0.0
2025-02,dlr_000171,small,BE,0,7,1,0,36.2,5.171428571428572,36.2,0.02702702702702703,0.0
2023-11,dlr_000172,mid,IT,0,6,0,0,59.5,9.916666666666666,0.0,0.0,0.0
2025-04,dlr_000173,small,DE,0,13,0,0,54.5,4.1923076923076925,0.0,0.0,0.0
2023-12,dlr_000174,enterprise,ES,1,3,0,0,350.15,116.71666666666665,0.0,0.0,0.0
2024-09,dlr_000175,mid,PL,1,7,0,0,211.05,30.150000000000002,0.0,0.0,0.0
2025-08,dlr_000176,small,FR,1,7,0,0,173.8,24.82857142857143,0.0,0.0,0.0
2024-11,dlr_000177,mid,SE,1,8,0,0,235.85000000000002,29.481250000000003,0.0,0.0,0.0
2024-10,dlr_000178,small,ES,1,3,0,0,149.0,49.666666666666664,0.0,0.0,0.0
2025-05,dlr_000179,mid,FR,1,7,0,0,201.15,28.735714285714288,0.0,0.0,0.0
2025-09,dlr_000180,mid,IT,1,5,0,0,225.95000000000002,45.190000000000005,0.0,0.0,0.0
2024-06,dlr_000181,small,AT,0,4,0,0,0.0,0.0,0.0,0.0,0.0
2026-01,dlr_000182,small,DE,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2024-04,dlr_000183,small,IT,1,6,0,0,158.9,26.483333333333334,0.0,0.0,0.0
2023-08,dlr_000184,small,BE,1,1,0,0,158.9,158.9,0.0,0.0,0.0
2024-01,dlr_000185,small,ES,0,7,0,0,29.700000000000003,4.242857142857143,0.0,0.0,0.0
2025-12,dlr_000186,small,ES,0,4,0,0,9.9,2.475,0.0,0.0,0.0
2023-09,dlr_000187,small,DE,0,2,0,0,19.8,9.9,0.0,0.0,0.0
2025-10,dlr_000188,mid,CH,1,2,0,0,201.15,100.575,0.0,0.0,0.0
2024-05,dlr_000189,small,DE,1,10,0,0,188.6,18.86,0.0,0.0,0.0
2025-01,dlr_000190,small,DE,1,4,0,0,173.8,43.45,0.0,0.0,0.0
2024-08,dlr_000191,enterprise,DE,1,9,0,0,374.95,41.66111111111111,0.0,0.0,0.0
2025-03,dlr_000192,small,BE,0,3,0,0,9.9,3.3000000000000003,0.0,0.0,0.0
2024-02,dlr_000193,enterprise,ES,1,10,0,0,369.95,36.995,0.0,0.0,0.0
2024-03,dlr_000194,mid,AT,1,9,0,0,260.65,28.96111111111111,0.0,0.0,0.0
2023-10,dlr_000195,mid,IT,1,11,1,0,272.15,24.74090909090909,272.15,0.010638297872340425,0.0
2025-06,dlr_000196,mid,DE,1,6,0,0,216.05,36.00833333333333,0.0,0.0,0.0
2024-12,dlr_000197,small,FR,1,9,0,0,183.7,20.41111111111111,0.0,0.0,0.0
2025-07,dlr_000198,small,DE,1,1,0,0,149.0,149.0,0.0,0.0,0.0
2025-11,dlr_000199,small,DE,0,7,0,0,39.7,5.671428571428572,0.0,0.0,0.0
2024-07,dlr_000200,small,PL,0,8,0,0,29.700000000000003,3.7125000000000004,0.0,0.0,0.0
2025-02,dlr_000201,mid,ES,1,4,0,0,225.95000000000002,56.487500000000004,0.0,0.0,0.0
2023-11,dlr_000202,mid,FR,1,3,0,0,250.75,83.58333333333333,0.0,0.0,0.0
2025-04,dlr_000203,small,DE,1,6,0,0,158.9,26.483333333333334,0.0,0.0,0.0
2023-12,dlr_000204,mid,IT,1,11,0,0,225.95000000000002,20.540909090909093,0.0,0.0,0.0
2024-09,dlr_000205,small,ES,0,6,0,0,14.9,2.4833333333333334,0.0,0.0,0.0
2025-08,dlr_000206,small,RO,0,14,0,0,54.5,3.892857142857143,0.0,0.0,0.0
2024-11,dlr_000207,small,ES,0,1,0,0,24.8,24.8,0.0,0.0,0.0
2024-10,dlr_000208,small,AT,1,11,0,0,173.8,15.8,0.0,0.0,0.0
2025-05,dlr_000209,small,DE,1,7,1,0,168.8,24.114285714285717,168.8,0.010752688172043012,0.0
2025-09,dlr_000210,small,FR,1,11,0,0,213.5,19.40909090909091,0.0,0.0,0.0
2024-06,dlr_000211,enterprise,DE,0,4,0,0,39.7,9.925,0.0,0.0,0.0
2026-01,dlr_000212,mid,DE,1,5,0,0,201.15,40.230000000000004,0.0,0.0,0.0
2024-04,dlr_000213,mid,CH,1,4,0,0,211.05,52.7625,0.0,0.0,0.0
2023-08,dlr_000214,small,IT,0,1,0,0,9.9,9.9,0.0,0.0,0.0
2024-01,dlr_000215,small,DE,0,8,0,0,49.6,6.2,0.0,0.0,0.0
2025-12,dlr_000216,mid,IT,0,9,0,0,74.4,8.266666666666667,0.0,0.0,0.0
2023-09,dlr_000217,small,DE,1,5,0,0,208.5,41.7,0.0,0.0,0.0
2025-10,dlr_000218,enterprise,FR,1,7,0,0,384.85,54.978571428571435,0.0,0.0,0.0
2024-05,dlr_000219,small,IT,1,9,0,0,158.9,17.655555555555555,0.0,0.0,0.0
2025-01,dlr_000220,small,DE,0,10,0,0,69.4,6.94,0.0,0.0,0.0
2024-08,dlr_000221,enterprise,ES,1,6,0,0,335.25,55.875,0.0,0.0,0.0
2025-03,dlr_000222,mid,ES,0,8,0,0,34.7,4.3375,0.0,0.0,0.0
2024-02,dlr_000223,small,ES,1,8,0,0,173.8,21.725,0.0,0.0,0.0
2024-03,dlr_000224,small,FR,0,11,0,0,64.4,5.854545454545455,0.0,0.0,0.0
2023-10,dlr_000225,small,NL,1,5,0,0,208.5,41.7,0.0,0.0,0.0
2025-06,dlr_000226,mid,PL,1,5,0,0,211.05,42.21,0.0,0.0,0.0
2024-12,dlr_000227,mid,DE,1,3,0,0,216.05,72.01666666666667,0.0,0.0,0.0
2025-07,dlr_000228,small,IT,1,7,0,0,149.0,21.285714285714285,0.0,0.0,0.0
2025-11,dlr_000229,small,FR,0,12,0,0,59.5,4.958333333333333,0.0,0.0,0.0
2024-07,dlr_000230,small,DE,1,8,0,0,173.8,21.725,0.0,0.0,0.0
2025-02,dlr_000231,mid,PL,0,8,0,0,34.7,4.3375,0.0,0.0,0.0
2023-11,dlr_000232,small,ES,1,8,0,0,183.7,22.9625,0.0,0.0,0.0
2025-04,dlr_000233,mid,DE,1,12,1,0,267.15,22.2625,267.15,0.013333333333333334,0.0
2023-12,dlr_000234,small,BE,0,8,0,0,29.700000000000003,3.7125000000000004,0.0,0.0,0.0
2024-09,dlr_000235,small,FR,0,7,0,0,44.6,6.371428571428572,0.0,0.0,0.0
2025-08,dlr_000236,small,FR,1,4,0,0,149.0,37.25,0.0,0.0,0.0
2024-11,dlr_000237,mid,DE,0,5,0,0,24.8,4.96,0.0,0.0,0.0
2024-10,dlr_000238,small,FR,1,3,0,0,149.0,49.666666666666664,0.0,0.0,0.0
2025-05,dlr_000239,small,FR,1,2,0,0,168.8,84.4,0.0,0.0,0.0
2025-09,dlr_000240,small,RO,0,11,0,0,64.5,5.863636363636363,0.0,0.0,0.0
2024-06,dlr_000241,small,DE,0,6,0,0,0.0,0.0,0.0,0.0,0.0
2026-01,dlr_000242,small,RO,0,9,0,0,59.5,6.611111111111111,0.0,0.0,0.0
2024-04,dlr_000243,small,FR,1,5,0,0,158.9,31.78,0.0,0.0,0.0
2023-08,dlr_000244,small,FR,1,3,0,0,168.8,56.26666666666667,0.0,0.0,0.0
2024-01,dlr_000245,mid,SE,1,15,0,0,300.35,20.023333333333333,0.0,0.0,0.0
2025-12,dlr_000246,mid,PL,1,13,2,1,303.45000000000005,23.342307692307696,151.72500000000002,0.01680672268907563,0.5
2023-09,dlr_000247,mid,ES,1,7,1,0,257.25,36.75,257.25,0.016129032258064516,0.0
2025-10,dlr_000248,small,FR,1,7,0,0,168.8,24.114285714285717,0.0,0.0,0.0
2024-05,dlr_000249,mid,FR,1,4,0,0,216.05,54.0125,0.0,0.0,0.0
2025-01,dlr_000250,enterprise,FR,1,8,0,0,350.15,43.76875,0.0,0.0,0.0
2024-08,dlr_000251,enterprise,ES,1,4,0,0,360.05,90.0125,0.0,0.0,0.0
2025-03,dlr_000252,small,BE,0,9,0,0,9.9,1.1,0.0,0.0,0.0
2024-02,dlr_000253,mid,RO,0,5,0,0,0.0,0.0,0.0,0.0,0.0
2024-03,dlr_000254,small,IT,1,7,0,0,183.7,26.24285714285714,0.0,0.0,0.0
2023-10,dlr_000255,small,FR,1,7,0,0,163.9,23.414285714285715,0.0,0.0,0.0
2025-06,dlr_000256,small,ES,0,9,0,0,19.8,2.2,0.0,0.0,0.0
2024-12,dlr_000257,small,DE,0,4,0,0,9.9,2.475,0.0,0.0,0.0
2025-07,dlr_000258,mid,IT,1,11,0,0,255.65,23.240909090909092,0.0,0.0,0.0
2025-11,dlr_000259,small,PL,0,5,0,0,34.7,6.94,0.0,0.0,0.0
2024-07,dlr_000260,small,IT,0,5,0,0,0.0,0.0,0.0,0.0,0.0
2025-02,dlr_000261,small,FR,0,8,0,0,39.6,4.95,0.0,0.0,0.0
2023-11,dlr_000262,mid,DE,1,3,1,0,211.05,70.35000000000001,211.05,0.05,0.0
2025-04,dlr_000263,mid,FR,1,6,0,0,216.05,36.00833333333333,0.0,0.0,0.0
2023-12,dlr_000264,enterprise,DE,1,6,0,0,414.65,69.10833333333333,0.0,0.0,0.0
2024-09,dlr_000265,small,IT,0,5,1,1,26.3,5.26,26.3,0.02631578947368421,1.0
2025-08,dlr_000266,small,AT,1,11,0,0,208.5,18.954545454545453,0.0,0.0,0.0
2024-11,dlr_000267,small,DE,0,6,0,0,19.8,3.3000000000000003,0.0,0.0,0.0
2024-10,dlr_000268,mid,DE,1,4,1,0,222.55,55.6375,222.55,0.045454545454545456,0.0
2025-05,dlr_000269,small,CH,0,7,0,0,34.7,4.957142857142857,0.0,0.0,0.0
2025-09,dlr_000270,mid,IT,1,6,0,0,235.85000000000002,39.30833333333334,0.0,0.0,0.0
2024-06,dlr_000271,mid,FR,1,10,0,0,225.95000000000002,22.595000000000002,0.0,0.0,0.0
2026-01,dlr_000272,small,DE,0,7,0,0,24.8,3.542857142857143,0.0,0.0,0.0
2024-04,dlr_000273,small,DK,0,8,1,0,16.4,2.05,16.4,0.017543859649122806,0.0
2023-08,dlr_000274,small,FR,1,2,0,0,183.7,91.85,0.0,0.0,0.0
2024-01,dlr_000275,small,NL,1,9,0,0,173.8,19.311111111111114,0.0,0.0,0.0
2025-12,dlr_000276,mid,BE,0,5,0,0,39.7,7.94,0.0,0.0,0.0
2023-09,dlr_000277,mid,CH,1,4,0,0,225.95000000000002,56.487500000000004,0.0,0.0,0.0
2025-10,dlr_000278,mid,ES,1,4,0,0,245.85000000000002,61.462500000000006,0.0,0.0,0.0
2024-05,dlr_000279,small,ES,0,6,0,0,24.8,4.133333333333334,0.0,0.0,0.0
2024-06,dlr_000000,mid,FR,1,8,0,0,235.85000000000002,29.481250000000003,0.0,0.0,0.0
